,,,,,,,,,Basic Contract Types,,,,,,,,,,,,,,,,,
Notional Principal,ContractDealDate,CDD,Timestamp,ISO8601 Datetime,,,Y,"This date signifies the origination of the contract where an agreement between the customer and the bank has been settled. From this date on, the institution will have a (market) risk position for financial contracts. This is even the case when IED is in future.",,"NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)",NN,NN,"NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)","NN(,,1)"
Notional Principal,InitialExchangeDate,IED,Timestamp,ISO8601 Datetime,,,Y,Date of the initial cash flow for Maturity and Non-Maturity CT's. It also coincides with the beginning of interest accrual calculation.,,NN,NN,NN,NN,NN,NN,NN,,,,,NN,,,,,
Notional Principal,PremiumDiscountAtIED,PDIED,Real,,[0] (No premium or discount at origination),Y,Y,"Total original premium or discount that has been set at CDD and will be added to the (notional) cash flow at IED (cash flow at IED = NT+PDIED, w.r.t. an RPA CT). 
Negative value for discount and positive for premium.
Note, similar to interest the PDIED portion is part of P&L.",,,,x,x,x,x,x,,,,,,,,,,
Notional Principal,MaturityDate,MD,Timestamp,ISO8601 Datetime,[NULL {only ANN}] (Value gets internally calculated),,Y,"Marks the contractual end of the lifecycle of a CT. Generally, date of the last cash flows. 
This includes normally a principal and an interest payment. Some Maturity CTs as perpetuals (PBN) do not have such a date. For variable amortizing contracts of the ANN CT, this date might be less than the scheduled end of the contract (which is deduced from the periodic payment amount 
PRNXT). In this case it balloons.",,,x,NN,x,x,x,x,,,x,,NN,,NN,,,
Notional Principal,NotionalPrincipal,NT,Real,"0, positive, 2 decimals",,Y,Y,"Total remaining outstanding principal as per SD. Hence, for amortizing instruments NT will be updated per SD in order to represent current outstanding principal. 
Although initial NT will be defined at CDD it will only flow at IED or PRD. The first Cash Flow at IED or PRD is equal to NT+PDIED.
NT is generally the basis on which interest payments are calculated. If IPCBS is set, IPCBS may introduce a different basis for interest payment calculation.",NN,NN,NN,NN,NN,NN,NN,NN,,,x,,NN,,NN,,,
Notional Principal,NotionalPrincipal2,NT2,Real,"0, positive, 2 decimals",,"""-Y (!)",Y,Notional amount of the second currency to be exchanged in an FXOUT CT.,,,,,,,,,,,,,,,NN,,,
Notional Principal,Quantity,QT,Real,Positive,[1] (NT reflects single contract),,Y,"This attribute relates either to physical contracts (COM) or underlyings of traded contracts. 
In case of physical contracts it holds the number of underlying units of the specific good (e.g. number of barrels of oil). 
In case of well defined traded contracts it holds the number of defined underlying instruments. Example: QT of STK CTs underlying a FUTUR indicates the number of those specific STK CTs which underlie the FUTUR.",,,,,,,,,"NN(,,3)",NN,,,,,,,,
Notional Principal,Unit,UT,Enum,"BRL = barrel 
BSH = bushel 
GLN = gallon 
CUU = currency unit 
MWH = mega watt hours 
PND = pound (lb) 
STN = short ton 
TON = ton 
TRO = troy ounce
<wildcard> = wildcard for your own unit",,,N,The physical unit of the contract. Example: “Barrels” for an Oil COM CT.,,,,,,,,,,NN,,,,,,,,
Notional Principal,CycleAnchorDateOfPrincipalRedemption,PRANX,Timestamp,ISO8601 Datetime,[IED plus one cycle] (First principle pazment one czle after IED),,Y,Date from which the principal payment date schedule is calculated according to the cycle length. The first principal payment event takes place on this anchor.,,,,,"x(4,2,) ",,"x(4,2,)2 ","x(4,2,) ",,,,,,,,,,
Notional Principal,ArrayCycleAnchorDateOfPrincipalRedemption,ARPRANXj,"[Timestamp,Timestamp,…]",Array of Timestamps,Not yet defined,,Y,Same like PRANX but as array,,,,,,"NN(4,0,) ",,,,,,,,,,,,
Notional Principal,CycleOfPrincipalRedemption,PRCL,Cycle,"IPS, where I=Integer, P=[D=Days, W=Weeks, M=Months, Q=Quarters, H=Halfyear, Y=Year], S=[+=long stub,- short stub, {} if S empty then - for short stub]",[NULL] All payments at MD),,Y,"Cycle according to which the interest payment date schedule will be calculated.
In case PRCL is not set, then there will only be one principal payment event at MD (and possibly at PRANX if set).
The interval will be adjusted yet by EOMC and BDC.",,,,,"x(4,2,) ",,"x(4,2,)2 ","x(4,2,) ",,,,,,,,,,
Notional Principal,ArrayCycleOfPrincipalRedemption,ARPRCLj,"[Cycle,Cycle,…]","Array of IPS, where I=Integer, P=[D=Days, W=Weeks, M=Months, Q=Quarters, H=Halfyear, Y=Year], S=[+=long stub,- short stub, {} if S empty then - for short stub]",Not yet defined,,Y,Same like PRCL but as array,,,,,,"x(4,0,) ",,,,,,,,,,,,
Notional Principal,NextPrincipalRedemptionPayment,PRNXT,Real,"Positive, 2 decimals",[NULL {only ANN}] (Value gets internally calculated),Y,Y,"Amount of principal that will be paid during the redemption cycle at the next payment date. For amortizing contracts like ANN, NAM, ANX, and NAX this is the total periodic payment amount (sum of interest and principal).",,,,,x,,x,NN,,,,,,,,,,
Notional Principal,ArrayNextPrincipalRedemptionPayment,ARPRNXTj,"[Real,Real,…]",Array of Real positive numbers,Not yet defined,,Y,Same like PRNXT but as array,,,,,,"x(4,0,) ",,,,,,,,,,,,
Notional Principal,ArrayIncreaseDecrease,ARINCDEC,"[Varchar,Varchar,…]","Array of Varchars which take one of the following values:
INC = Increase of NT
DEC = Decrease of NT",Not yet defined,,Y,"Indicates whether a certain PRNXT element in ARPRNX increases the principal (NT) or decreases it.
Applies only for ANX, NAX, LAX Maturity CTs. For all other Maturity CTs the first principal payment is always in the opposite direction of all other (following) payments. ",,,,,,"x(4,0,) ",,,,,,,,,,,,
Notional Principal,PurchaseDate,PRD,Timestamp,ISO8601 Datetime,[IED] (Contract was initiated at IED),,Y,"If a contract is bought after initiation (for example a bond on the secondary market) this date has to be set. It refers to the date at which the payment (of PPRD) and transfer of the security happens. In other words, PRD - if set - takes the role otherwise IED has from a cash flow perspective. 
Note, LEICP of the CT is not the counterparty of the transaction!",,,,"x(5,0,1) ","x(5,0,1) ","x(5,0,1) ","x(5,0,1) ","x(5,0,1) ",NN,NN,"x(5,0,1) ",,"x(5,0,1) ","x(5,0,1) ","x(5,0,1) ","NN(,,2)","NN(,,2)","x(5,0,1) "
Notional Principal,PriceAtPurchaseDate,PPRD,Real,,,Y*,Y,"Purchase price exchanged at PRD.  
PPRD represents a “clean” price (includes premium/discount but not IPAC).",,,,"NN(5,1,1)","NN(5,1,1)","NN(5,1,1)","NN(5,1,1)","NN(5,1,1)",NN,NN,"NN(5,1,1)",,"NN(5,1,1)","NN(5,1,1)","NN(5,1,1)","NN(,,2)","NN(,,2)","NN(5,1,1)"
Notional Principal,TerminationDate,TD,Timestamp,ISO8601 Datetime,[MD] (Contract is not terminated before MD),,Y,"If a contract is sold before MD (for example a bond on the secondary market) this date has to be set. It refers to the date at which the payment (of PTD) and transfer of the security happens. In other words, TD - if set - takes the role otherwise MD has from a cash flow perspective. 
Note, LEICP of the CT is not the counterparty of the transaction!",,"x(6,0,1) ",,"x(6,0,1) ","x(6,0,1) ","x(6,0,1) ","x(6,0,1) ","x(6,0,1) ","x(6,0,1) ","x(6,0,1) ",,,"x(6,0,1) ","x(6,0,1) ","x(6,0,1) ","x(6,0,1) ","x(6,0,1) ","x(6,0,1) "
Notional Principal,PriceAtTerminationDate,PTD,Real,,,Y*,Y,Sellingprice exchanged at PTD  PTDrepresents a “clean” price (includes premium/discount but not IPAC,,"NN(6,1,1)",,"NN(6,1,1)","NN(6,1,1)","NN(6,1,1)","NN(6,1,1)","NN(6,1,1)","NN(6,1,1)","NN(6,1,1)",,,"NN(6,1,1)","NN(6,1,1)","NN(6,1,1)","NN(6,1,1)","NN(6,1,1)","NN(6,1,1)"
Notional Principal,XDayNotice,XDN,Period,,[NULL] (No rolling takes place),,Y,"Used as rolling attribute with the callable CT's UMP and CLM uniquely. CLM's and UMP's will not be settled (MD not set) until the client uses his option to call the contract X_Day_Notice after Current Date. As long as MD or TD is not set, the client postpones his right to call to the future. The cycle is normally defined in number of business days.",,x,NN,,,,,,,,,,,,,,,
Notional Principal,CreditLineAmount,CLA,Real,Positive,No credit line option,Y,Y,"If defined, gives the total amount that can be drawn from a credit line. The remaining amount that can still be drawn is given by CLA-NT.
For ANN, NAM, the credit line can only be drawn prior to PRANX-1PRCL.
For CRL, the remaining amount that can still be drawn is given by CLA-Sum(NT of attached contracts).",,,,x,x,,x,x,,,,,,,,,,
Notional Principal,MarketObjectCodeOfScalingIndex ,SCMO,Varchar,,[NULL] (No scaling),,Y,,,,,"NN(7,1,)","NN(7,1,)","NN(7,1,)","NN(7,1,)","NN(7,1,)",,,,,,,,,,
Notional Principal,ScalingIndexAtStatusDate ,SCIXSD,Real,"Positive, 2 decimals",,,Y,,,,,"NN(7,1,)","NN(7,1,)","NN(7,1,)","NN(7,1,)","NN(7,1,)",,,,,,,,,,
Notional Principal,CycleAnchorDateOfScalingIndex,SCANX,Timestamp,ISO8601 Datetime,,,Y,Date from which the scaling date schedule is calculated according to the cycle length. The first scaling event takes place on this anchor.,,,,"x(7,2,) ","x(7,2,) ","x(7,2,) ","x(7,2,) ","x(7,2,) ",,,,,,,,,,
Notional Principal,CycleOfScalingIndex,SCCL,Cycle,"IPS, where I=Integer, P=[D=Days, W=Weeks, M=Months, Q=Quarters, H=Halfyear, Y=Year], S=[+=long stub,- short stub, {} if S empty then - for short stub]",,,Y,"Cycle according to which the scaling date schedule will be calculated.
In case SCCL is not set, then there will only be one scaling event at SCANX given SCANX is set.
The interval will be adjusted yet by EOMC and BDC.",,,,"x(7,2,) ","x(7,2,) ","x(7,2,) ","x(7,2,) ","x(7,2,) ",,,,,,,,,,
Notional Principal,ScalingEffect,SCEF,Varchar,"xyz where x=I OR 0
y=N OR 0
z=M OR 0",[000] (Nothing is scaled),,Y,"Indicates which payments are scaled. I = Interest payments, N = Nominal payments and M = Maximum deferred interest amount. They can be scaled in any combination.",,,,"x(7,0,) ","x(7,0,) ","x(7,0,) ","x(7,0,) ","x(7,0,) ",,,,,,,,,,
Notional Principal,MarketValueObserved,MVO,Real,,[NULL] (Value must be supplied via Connector),Y*,N,Value as observed in the market at SD per unit. Incase of fixed income instruments it is a fraction.,,,,x,x,x,x,x,x,x,,,x,x,x,x,x,x
Optionality,OptionExecutionType,OPXT,Enum,"E = European 
B = Bermudan  
A = American",,,Y,"Defines whether the option is European (exercised at a specific date), American (exercised during a span of time) or Bermudan (exercised at certain points during a span of time).",,,,,,,,,,,,,,,,,NN,
Optionality,OptionExerciseEndDate,OPXED,Timestamp,ISO8601 Datetime,[NULL] (No option executed),,Y,"Final exercise date for American and Bermudan options, expiry date for European options. ",,,,"x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ",,,,,,,,,NN,
Optionality,OptionStrike1,OPS1,Real,Positive,,Y,Y,"Strike price of the option. Whether it is a call/put is determined by the attribute OPTP, i.e a call or a put (or a combination of call/put).
This attribute is used for price related options such as options on bonds, stocks or FX. Interest rate related options (caps/floos) are handled within th RatReset group.",,,,,,,,,,,,,,,,,NN,
Optionality,OptionStrike2,OPS2,Real,Positive,,Y,Y,Put price in case of call/put.,,,,,,,,,,,,,,,,,x,
Optionality,OptionType,OPTP,Enum,"C = Call
P = Put 
CP = Call and Put in combination",,,Y,Defines whether the option is a call or put or a combination of it. This field has to be seen in combination with CNTRL where it is defined whether LEIRC is the buyer or the seller.,,,,,,,,,,,,,,,,,NN,
Optionality,CycleAnchorDateOfOptionality,OPANX,Timestamp,ISO8601 Datetime,[NULL] (No cycle single srike),,Y,"Used for Basic Maturities (such as PAM, RGM, ANN, NGM and their Step-up versions) and American and Bermudan style options. 
- Basic Maturities: Within the group of these Maturities, it indicates the possibility of prepayments. Prepayment features are controlled by Behavior. 
- American and Bermudan style Options: Begin of exercise period.",,,,"x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ",,,,,,,,,x,
Optionality,CycleOfOptionality,OPCL,Cycle,"IPS, where I=Integer, P=[D=Days, W=Weeks, M=Months, Q=Quarters, H=Halfyear, Y=Year], S=[+=long stub,- short stub, {} if S empty then - for short stub]",,,Y,"Cycle according to which the option execution date schedule will be calculated.
OPCL can be NULL for American Options or Prepayment Optionality in which case the optionality period starts at OPANX and ends at OPXED (for american options) or MD (in case of prepayment optionality).
The interval will be adjusted yet by EOMC and BDC.",,,,"x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ",,,,,,,,,x,
Optionality,PenaltyType,PYTP,Enum,"O=No penalty
A=Absolute
N=Nominal Rate
I=Current Interest Rate Differential",O,,Y,Defines whether prepayment is linked to a penalty and of which kind.,,,,"x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ",,,,,,,,,,
Optionality,PenaltyRate,PYRT,Real,Positive,0,Y,Y,Either the rate or the absolute amount of the prepayment.,,,,"x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ","x(8,1,) ",,,,,,,,,,
Optionality,PrepaymentEffect,PPEF,Enum,"N=No prepayment
A=Prepayment allowed, prepayment results in reduction of PRNXT while MD remains
M=Prepayment allowed, prepayment results in reduction of MD while PRNXT remains",N (No prepayment),,Y,"This attribute defines whether or not the right of prepayment exists and if yes, how prepayment affects the remaining principal redemption schedule of the contract",,,,"x(8,0,) ","x(8,0,) ","x(8,0,) ","x(8,0,) ","x(8,0,) ",,,,,,,,,,
Optionality,MaximumPenaltyFreeDisbursement,MPFD,Real,"0, positive, 2 decimals",[NT] (Entire amount can be drawn without penalty),,N,Defines the notional amount which can be withdrawn before XDN without penalty,,x,,,,,,,,,,,,,,,,
Rate Reset,CycleAnchorDateOfRateReset,RRANX,Timestamp,ISO8601 Datetime,[IED plus one RR cycle] (Firs reset one RRCL after IED),,Y,Date from which the rate reset date schedule is calculated according to the cycle length. The first rate reset event takes place on this anchor.,,"x(9,0,) ","x(9,0,) ","x(9,0,) ","x(9,0,) ",,"x(9,0,)2 ","x(9,2,) ",,,,,"x(9,2,) ",,,,,
Rate Reset,ArrayCycleAnchorDateOfRateReset,ARRRANX,"[Timestamp,Timestamp,…]",Array of Timestamps,,,Y,Same like RRANX but as array,,,,,,"x(9,0,) ",,,,,,,,,,,,
Rate Reset,CycleOfRateReset,RRCL,Cycle,"IPS, where I=Integer, P=[D=Days, W=Weeks, M=Months, Q=Quarters, H=Halfyear, Y=Year], S=[+=long stub,- short stub, {} if S empty then - for short stub]",[NULL] (No rate reset after RRANX),,Y,"Cycle according to which the rate reset date schedule will be calculated.
In case RRCL is not set, then there will only be one rate reset event at RRANX given RRANX if set.
The interval will be adjusted yet by EOMC and BDC.",,"x(9,0,) ","x(9,0,) ","x(9,0,) ","x(9,0,) ",,"x(9,0,)2 ","x(9,2,) ",,,,,"x(9,2,) ",,,,,
Rate Reset,ArrayCycleOfRateReset,ARRRCL,"[Cycle,Cycle,…]","Array of IPS, where I=Integer, P=[D=Days, W=Weeks, M=Months, Q=Quarters, H=Halfyear, Y=Year], S=[+=long stub,- short stub, {} if S empty then - for short stub]",,,Y,Same like RRCL but as array,,,,,,"x(9,1,) ",,,,,,,,,,,,
Rate Reset,RateSpread,RRSP,Real,,[0] (RRMO will be the rate),,Y,"Interest rate spread. A typical rate resetting rule is LIBOR plus x basis point where x represents the interest rate spread.  
The following equation can be taken if RRMLT is not set: IPNR after rate reset = Rate selected from the market object  + RRSP.",,"NN(9,1,) ","NN(9,1,) ","NN(9,1,) ","NN(9,1,) ",,"NN(9,1,) ",NN,,,,,NN,,,,,
Rate Reset,ArrayRate,ARRATE,"[Real,Real,…]",,,,Y,"For array-type rate reset schedules, this attribute represents either an interest rate (corresponding to IPNR) or a spread (corresponding to RRSP). Which case applies depends on the attribute ARFIXVAR: if ARFIXVAR=”FIX” then it represents the new IPNR and if ARFIXVAR=”VAR” then the applicable RRSP.",,,,,,"NN(9,1,) ",,,,,,,,,,,,
Rate Reset,ArrayFixedVariable,ARFIXVAR,"[ Enum, Enum, ...]","F = Fixed rate
V = Variable rate",,,Y,"For array-type rate reset schedules, this attributes defines the meaning of ARRATE.",,,,,,"NN(9,1,) ",,,,,,,,,,,,
Rate Reset,MarketObjectCodeOfRateReset,RRMO,Varchar,,"[Primary object of CUR] (Every CUR has a primary object, this will be taken)",,Y,"Is pointing to the interest rate driver (MarketObject) used for rate reset uniquely.
Unique codes for market objects must be used.",,"NN(9,1,) ","NN(9,1,) ","NN(9,1,) ","NN(9,1,) ","NN(9,1,) ","NN(9,1,) ",NN,,,,,NN,,,,,
Rate Reset,LifeCap,RRLC,Real,,[NULL] (no life cap applies),,Y,"For variable rate basic CTs this represents a cap on the interest rate that applies during the entire lifetime of the contract.
For CAPFL CTs this represents the cap strike rate.",,,,"x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ",,,,,,,,,,"x(7,2,) "
Rate Reset,LifeFloor,RRLF,Real,,[NULL] (no life floor applies),,Y,"For variable rate basic CTs this represents a floor on the interest rate that applies during the entire lifetime of the contract.
For CAPFL CTs this represents the floor strike rate.",,,,"x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ",,,,,,,,,,"x(7,2,) "
Rate Reset,PeriodCap,RRPC,Real,Positive,[NULL] (no period cap applies),,Y,For variable rate basic CTs this represents the maximum positive rate change per rate reset cycle.,,,,"x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ",,,,,,,,,,
Rate Reset,PeriodFloor,RRPF,Real,Positive,[NULL] (no period floor applies),,Y,For variable rate basic CTs this represents the maximum negative rate change per rate reset cycle.,,,,"x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ",,,,,,,,,,
Rate Reset,CyclePointOfRateReset,RRPNT,Enum,"B = at the beginning of the cycle (B, BeginningOf can be used interchangeably)
E = at the end of the cycle (E, EndOf can be used interchangeably)",[BeginningOf] (Rates are fixed at the beginning of the cycle),,Y,"Normally rates get reset at the beginning of any resetting cycles. There are contracts where the rate is not set at the beginning but at the end of the cycle and then applied to the previous cycle (post-fixing); in other words the rate applies before it is fixed. Hence, the new rate is not known during the entire cycle where it applies. Therefore, the rate will be applied backwards at the end of the cycle. This happens through a correction of interest accrued.",,,,"x(9,1,)1  ","x(9,1,)1  ","x(9,1,)1  ",,,,,,,"x(9,1,)1  ",,,,,
Rate Reset,FixingDays,RRFIX,Period,,[0D] (Rates are fixed and applied at the same date),,Y,Interest rate resets (adjustments) are usually fixed one or two days (usually Business Days) before the new rate applies (defined by the rate reset schedule). This field holds the period between fixing and application of a rate.,,,"x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ",,,,,"x(9,1,) ",,,,,
Rate Reset,NextResetRate,RRNXT,Real,,[NULL] (No next rate exists yet),,Y,"Holds the new rate that has been fixed already (cf. attribute FixingDays) but not applied. This new rate will be applied at the next rate reset event (after SD and according to the rate reset schedule). Attention, RRNXT must be set to NULL after it is applied!",,,"x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ",,,,,"x(9,1,) ",,,,,
Rate Reset,RateMultiplier,RRMLT,Real,,[1] (Rate will be taken as per observation),,Y,"Interest rate multiplier. A typical rate resetting rule is LIBOR plus x basis point where x represents the interest rate spread.
However, in some cases like reverse or super floater contracts an additional rate multiplier applies. In this case, the new rate is determined as: IPNR after rate reset = Rate selected from the market object * RRMLT + RRSP. ",,,"x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ","x(9,1,) ",,,,,"x(9,1,) ",,,,,
Settlement,SettlementDate,STD,Timestamp,ISO8601 Datetime,[NULL] (Settlement will take place at the end of the contracts),,Y,"Date where combined contracts are settled (cash or physical delivery). This can be after the actual fixing date (OPXED for OPTNS or MD for FXOUT).
Type of settlement, cash or physical delivery, is determined by the attribute DeliverySettlement.",,,,,,,,,,,,,,,"x(,,1) ","NN(,,1) ","x(,,1) ",
Settlement,DeliverySettlement,DS,Enum,"S=Settlement(Cash)
D=Delivery","[D for basic CT, S for combined CT´s] (Basic contracts are delivered, combined contracts settled)",,Y,"Indicates whether the contract is settled in cash or physical delivery.
In case of “physical delivery”, the underlying contract and associated (future) cash flows are effectively exchanged. In case of “cash” settlement, the current market value of the underlying contract determines the cash flow exchanged.",,,,,,,,,,,,,"x(,,1) ","x(,,1) ","x(,,1) ","x(,,1) ","x(,,1) ",
Settlement,FuturesPrice,PFUT,Real,,,,Y,"The price the counterparties agreed upon at which the underlying contract (of a FUTUR) is exchanged/settled at STD. Quoting is different for different types of underlyings: Fixed Income = in percentage, all others in nominal terms.",,,,,,,,,,,,,,,,NN,,